Date,V,MA,spread,anchor,anchor_var,residual,signal_vol,zscore,position,gross_return,transaction_cost,net_return,equity,turnover
2016-09-01,76.6213,94.1356,9.228610075578331,8.74293028298978,0.881229244637041,0.48567979258855054,0.5278108833881592,0.9201776770324289,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-09-02,77.2787,94.3958,9.728046455460827,8.773593727322538,0.881229244637041,0.9544527281382891,0.50562066836945,1.887685349604585,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-09-06,77.7792,95.2601,9.703842547437958,8.802549330436506,0.881229244637041,0.9012932170014523,0.4824617331727616,1.8681133756958794,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-09-07,78.4474,96.0127,9.915150078181881,8.837180952621226,0.881229244637041,1.0779691255606547,0.4672433702891055,2.3070827626589208,-1.0,0.0,0.001,-0.001,1.2441750484091725,1.0
2016-09-08,78.1955,96.4055,9.42478693451487,8.85547120489695,0.881229244637041,0.5693157296179194,0.45050937205204106,1.26371561822282,-1.0,0.003586221808645803,0.0,0.003586221808645803,1.2486369361015504,0.0
2016-09-09,76.6486,94.645,8.94666077470265,8.858309637942316,0.881229244637041,0.08835113676033401,0.4778936348463701,0.18487615301412524,0.0,0.0034970715051648453,0.001,0.0024970715051648453,1.251754871814986,1.0
2016-09-12,78.1955,96.5261,9.351572435720982,8.873663295474064,0.881229244637041,0.47790914024691844,0.46056408749540684,1.0376604542612857,0.0,0.0,0.0,0.0,1.251754871814986,0.0
2016-09-13,77.1771,95.8413,8.748904515107853,8.869779962702065,0.881229244637041,-0.1208754475942122,0.5030943914800772,-0.2402639537256677,0.0,-0.0,0.0,-0.0,1.251754871814986,0.0
2016-09-14,76.7991,95.1833,8.770366705873855,8.86668555317771,0.881229244637041,-0.09631884730385565,0.52519531835512,-0.18339624124129753,0.0,0.0,0.0,0.0,1.251754871814986,0.0
2016-09-15,77.2887,95.9189,8.813394688354919,8.865026782859445,0.881229244637041,-0.05163209450452655,0.5317963874722178,-0.09708996849329654,0.0,0.0,0.0,0.0,1.251754871814986,0.0
